PM2.5,PM10,NO2,AQI
120.31,176.22,44.9,285.0
117.98,145.85,38.64,281.0
89.26,132.06,32.3,231.0
130.82,203.54,45.12,255.0
151.1,245.62,53.28,309.0
207.23,325.36,59.91,352.0
218.98,329.77,55.04,381.0
115.62,163.67,38.08,314.0
111.57,179.08,47.45,241.0
139.06,197.9,44.21,286.0
107.65,152.98,36.19,287.0
125.3,198.24,43.78,262.0
125.04,187.93,34.18,290.0
142.18,225.67,38.21,282.0
222.81,348.45,48.18,359.0
198.88,296.98,44.3,378.0
74.45,137.61,35.26,273.0
79.83,151.81,44.0,155.0
136.72,240.57,56.31,251.0
201.2,309.09,50.94,349.0
209.97,330.91,67.09,365.0
104.45,149.12,42.01,302.0
77.95,134.17,42.24,218.0
91.56,168.43,45.04,195.0
92.04,170.33,47.35,203.0
112.13,201.19,44.25,244.0
120.86,200.9,45.28,254.0
138.5,243.43,53.71,297.0
188.42,340.56,64.8,336.0
150.08,255.41,53.35,344.0
118.57,205.43,51.82,277.0
150.15,253.82,58.46,307.0
149.67,238.17,47.55,315.0
151.43,247.62,50.75,310.0
174.4,292.44,56.48,328.0
176.57,306.12,60.12,347.0
172.12,295.05,55.96,343.0
95.72,179.78,41.59,279.0
73.84,172.28,34.6,186.0
83.07,174.78,44.57,174.0
132.63,237.81,57.15,254.0
158.69,282.84,61.17,323.0
125.53,238.91,59.91,292.0
138.46,286.39,59.9,300.0
98.84,223.69,44.05,253.0
53.11,85.49,33.27,170.0
63.62,123.44,41.23,104.0
105.71,182.2,42.24,221.0
70.59,145.05,44.2,169.0
127.75,224.02,46.76,244.0
141.81,258.62,50.67,303.0
107.28,203.77,46.15,270.0
83.48,161.36,33.92,214.0
60.01,115.82,33.98,144.0
42.83,91.88,40.73,105.0
99.34,203.51,50.23,192.0
86.26,188.73,46.6,226.0
82.9,193.79,45.62,200.0
31.43,67.5,32.97,112.0
21.32,38.5,33.71,82.0
40.96,85.45,35.53,77.0
72.1,140.22,37.14,156.0
58.04,133.75,32.29,138.0
84.35,160.91,30.22,186.0
55.19,112.57,29.76,128.0
56.92,155.18,36.74,125.0
68.72,209.02,40.53,170.0
39.41,85.26,34.59,131.0
60.99,124.24,41.09,124.0
61.61,144.37,41.52,148.0
69.7,160.15,43.5,164.0
68.93,162.56,45.86,162.0
90.62,195.15,45.67,191.0
90.31,200.79,51.26,209.0
82.39,184.81,46.04,205.0
78.61,134.46,29.85,198.0
54.26,100.55,25.96,127.0
55.85,103.62,27.07,124.0
37.87,68.03,21.11,92.0
45.69,75.81,16.58,93.0
26.89,45.48,15.32,76.0
21.23,34.15,17.52,51.0
27.59,55.75,16.6,64.0
35.08,64.66,17.52,74.0
35.31,67.01,18.03,81.0
32.88,65.84,19.17,80.0
28.51,61.06,17.18,78.0
31.36,62.69,20.07,84.0
40.79,77.64,22.38,90.0
51.79,96.88,24.42,103.0
59.91,114.88,24.37,134.0
33.12,94.02,19.27,100.0
29.7,79.04,18.56,91.0
36.13,76.32,21.37,89.0
57.67,112.93,27.12,111.0
53.03,118.1,23.64,126.0
38.57,92.7,17.59,102.0
60.6,136.77,23.4,119.0
58.22,144.7,25.71,134.0
58.31,190.98,24.55,152.0
69.8,191.17,25.01,172.0
26.93,89.58,15.83,123.0
29.09,102.53,15.45,102.0
35.49,73.86,19.72,95.0
52.86,113.25,24.56,115.0
37.17,87.27,19.64,102.0
58.25,130.99,24.79,122.0
54.71,127.82,24.83,129.0
65.91,138.46,25.62,143.0
33.09,85.83,18.68,121.0
40.24,117.1,17.45,119.0
27.18,53.02,14.8,98.0
41.75,80.36,17.35,105.0
55.18,114.91,20.11,123.0
49.96,115.63,17.61,128.0
61.04,143.11,18.46,140.0
34.67,107.36,14.36,127.0
32.56,83.02,15.14,110.0
26.63,60.59,16.95,92.0
56.24,115.91,21.36,117.0
58.44,169.61,21.88,139.0
36.02,88.35,17.97,140.0
51.09,120.82,21.66,138.0
54.18,126.9,17.65,142.0
44.3,110.39,16.46,127.0
43.26,93.49,19.53,113.0
43.19,94.4,18.49,122.0
68.8,159.2,21.34,132.0
56.17,126.53,25.12,154.0
47.44,101.93,23.45,125.0
81.87,151.8,26.17,175.0
98.63,187.24,31.96,202.0
101.02,192.68,34.76,222.0
106.63,208.65,42.67,238.0
67.8,155.41,32.8,196.0
55.92,163.77,31.36,149.0
94.37,213.47,45.36,199.0
74.92,209.49,42.43,202.0
55.37,179.3,27.35,174.0
61.46,162.41,30.92,157.0
55.38,190.11,37.79,153.0
43.22,161.76,26.95,156.0
39.07,229.55,17.1,174.0
24.62,66.66,19.02,129.0
23.09,53.19,18.51,84.0
21.51,40.43,17.05,80.0
41.05,80.47,22.99,100.0
45.9,98.32,24.78,123.0
50.62,114.01,28.02,123.0
68.24,143.79,34.11,144.0
42.43,87.05,25.87,126.0
35.14,80.49,21.25,102.0
39.99,91.17,22.65,104.0
46.9,103.27,25.81,112.0
64.77,148.67,32.01,138.0
58.9,156.29,34.31,154.0
54.69,134.36,30.94,142.0
64.0,152.7,30.05,152.0
52.36,129.33,25.46,132.0
71.08,150.28,26.01,147.0
48.69,120.23,25.95,130.0
39.87,107.99,24.58,126.0
34.35,92.58,16.94,110.0
36.84,100.62,18.32,107.0
57.6,205.56,17.78,132.0
35.96,108.73,20.37,158.0
39.7,95.63,23.7,105.0
39.47,77.48,20.61,104.0
29.02,64.12,16.39,85.0
30.91,62.61,16.84,71.0
38.37,77.76,21.41,86.0
50.01,112.08,22.06,104.0
39.8,155.94,21.46,112.0
59.52,308.65,21.6,196.0
44.86,184.12,21.57,233.0
39.8,91.98,17.96,114.0
54.01,128.66,21.05,101.0
32.0,57.05,28.84,104.0
19.52,32.59,27.15,95.0
35.82,67.45,27.52,79.0
56.58,107.07,28.16,115.0
62.38,112.32,23.13,117.0
75.88,144.37,25.83,160.0
52.61,100.26,25.06,114.0
50.17,139.66,30.02,115.0
60.57,182.58,30.6,134.0
43.92,99.84,25.9,118.0
57.48,137.62,27.24,119.0
73.26,152.93,24.94,155.0
76.84,169.8,25.66,181.0
84.93,191.47,30.5,178.0
80.27,200.51,28.31,175.0
85.31,183.37,18.07,176.0
58.09,129.3,16.63,154.0
85.87,150.43,19.83,168.0
51.38,103.56,15.96,124.0
61.21,113.66,17.61,122.0
31.83,60.71,15.06,86.0
31.27,65.28,15.96,65.0
20.82,41.61,14.19,59.0
17.59,35.7,14.65,62.0
23.65,56.89,13.75,68.0
32.0,57.58,12.76,80.0
30.71,57.22,13.39,80.0
27.84,55.37,14.94,81.0
28.93,59.79,16.0,81.0
27.11,48.38,12.75,95.0
34.18,61.47,12.52,93.0
49.7,87.4,15.9,99.0
52.7,94.54,14.5,106.0
31.8,86.25,11.95,94.0
28.04,79.84,10.94,96.0
31.68,68.97,12.14,101.0
49.34,96.26,18.33,105.0
51.41,103.83,18.3,127.0
32.16,68.78,16.41,107.0
53.33,121.47,17.19,114.0
51.22,131.79,19.88,122.0
59.01,185.92,18.25,138.0
62.75,154.53,17.1,157.0
28.23,79.28,12.66,120.0
26.84,87.29,12.87,107.0
30.21,70.61,15.3,109.0
48.86,93.89,19.64,99.0
33.79,72.37,14.88,105.0
49.59,102.91,18.46,120.0
51.55,105.97,18.33,113.0
56.54,100.68,15.69,124.0
26.55,63.78,12.23,121.0
49.26,119.82,13.94,113.0
25.94,46.63,10.35,103.0
34.2,58.26,11.32,118.0
58.64,111.67,13.84,126.0
62.21,122.56,12.84,141.0
62.55,134.75,12.69,155.0
41.11,104.29,10.69,152.0
39.62,86.75,10.84,126.0
23.7,45.29,11.12,94.0
55.54,94.42,13.71,130.0
48.01,138.24,14.5,143.0
40.41,89.12,13.66,138.0
56.55,102.78,14.09,144.0
63.16,120.48,13.16,166.0
51.33,112.01,11.14,154.0
43.34,92.6,12.79,113.0
46.22,92.82,13.56,133.0
63.71,140.61,16.23,133.0
51.25,128.05,27.73,147.0
44.84,89.14,36.56,155.0
69.14,111.56,44.32,208.0
70.96,149.96,37.52,184.0
59.29,115.94,34.85,160.0
74.62,146.61,35.58,160.0
67.08,124.58,27.33,167.0
51.41,130.77,24.81,141.0
62.53,153.39,24.42,152.0
65.12,187.33,19.3,146.0
56.3,154.36,21.9,150.0
60.53,148.39,18.16,139.0
56.62,184.71,22.71,140.0
68.78,205.39,25.72,162.0
75.32,257.56,16.27,202.0
32.39,69.05,15.43,166.0
26.35,56.28,13.94,86.0
27.67,63.92,16.09,105.0
36.12,87.51,20.5,133.0
46.04,141.66,14.95,156.0
46.92,117.56,14.13,135.0
58.03,143.56,17.88,130.0
39.79,75.0,15.71,121.0
43.29,91.47,13.55,110.0
48.67,92.32,14.17,122.0
47.11,91.34,15.24,133.0
65.0,141.77,18.55,141.0
50.5,123.83,19.0,135.0
46.61,110.92,15.17,122.0
72.62,157.12,24.0,147.0
61.48,138.26,13.94,158.0
73.88,166.94,10.48,157.0
54.15,117.53,12.44,155.0
49.75,108.22,13.67,128.0
45.21,92.67,11.29,128.0
46.26,119.83,8.86,122.0
65.61,244.35,9.0,148.0
49.08,156.48,8.09,172.0
49.1,103.78,8.75,132.0
48.62,97.08,8.8,134.0
39.63,74.69,8.95,108.0
43.35,75.89,7.9,86.0
42.64,111.09,8.14,102.0
56.56,141.92,10.07,122.0
47.82,158.08,8.05,121.0
64.72,261.05,9.65,153.0
46.89,154.0,8.97,140.0
47.27,114.29,10.38,131.0
61.64,174.08,10.58,157.0
91.82,32.94,28.93,179.0
35.56,40.81,31.15,162.0
45.64,44.89,28.96,76.0
60.88,51.27,30.64,140.0
65.61,41.31,26.03,128.0
60.02,36.67,19.82,164.0
73.21,35.28,19.94,169.0
83.87,30.48,20.0,189.0
56.53,37.06,18.53,142.0
33.03,29.64,12.01,112.0
120.75,92.29,21.65,340.0
29.66,76.0,25.94,125.0
36.56,63.06,20.11,75.0
42.69,59.29,17.81,85.0
75.04,81.99,16.05,113.0
136.45,108.82,11.76,231.0
150.93,110.33,6.52,246.0
116.24,110.09,7.43,244.0
137.28,93.47,7.93,316.0
69.24,81.48,2.3,219.0
45.98,62.98,2.28,117.0
106.66,94.07,2.56,182.0
58.05,109.03,3.46,125.0
124.14,105.62,6.46,189.0
192.41,104.9,3.91,272.0
118.66,116.1,1.87,266.0
155.84,112.22,1.17,230.0
59.6,107.16,0.95,210.0
65.35,102.27,1.05,118.0
116.35,116.14,2.84,179.0
84.18,113.0,3.3,212.0
86.98,116.0,1.94,156.0
73.34,107.94,1.33,191.0
133.6,104.98,0.85,185.0
103.01,102.9,0.74,235.0
95.22,101.17,0.74,210.0
122.14,114.7,0.73,226.0
81.18,97.96,0.67,227.0
252.47,64.38,0.64,216.0
516.2,82.97,0.62,487.0
270.21,104.38,0.65,502.0
31.56,94.33,0.71,188.0
54.91,93.72,0.71,106.0
56.93,97.74,1.18,120.0
40.67,90.56,1.72,130.0
50.03,90.53,4.47,103.0
89.59,107.82,14.73,179.0
86.87,105.81,14.84,206.0
51.21,101.07,10.48,145.0
53.87,118.33,15.98,114.0
67.45,114.47,18.54,129.0
85.48,115.5,17.0,135.0
88.14,106.33,19.56,275.0
72.77,111.94,15.59,157.0
61.82,99.33,15.61,131.0
70.51,100.62,16.18,144.0
69.02,98.3,10.53,130.0
44.27,107.15,6.38,128.0
46.31,92.72,6.58,102.0
37.76,102.3,5.1,110.0
30.44,74.28,6.96,86.0
38.88,106.93,9.18,92.0
70.96,104.88,7.21,121.0
46.04,98.22,7.92,97.0
40.59,94.94,10.51,102.0
69.37,112.36,15.65,119.0
91.06,108.82,21.0,199.0
83.12,115.67,16.36,172.0
81.22,110.9,11.75,172.0
67.13,109.51,9.39,164.0
45.49,106.29,8.74,119.0
38.24,102.51,10.07,101.0
29.53,80.84,10.13,95.0
45.97,98.69,17.38,99.0
57.22,103.72,19.75,120.0
61.11,109.53,16.02,127.0
79.25,105.66,22.09,160.0
72.74,104.94,17.02,147.0
60.2,104.11,16.7,137.0
49.53,117.53,16.6,120.0
24.85,64.47,12.14,101.0
42.92,87.86,13.9,111.0
57.34,93.23,9.76,124.0
30.53,95.47,10.89,102.0
30.54,98.14,14.83,100.0
33.68,85.59,12.81,101.0
33.48,81.25,12.47,92.0
36.17,75.84,12.44,98.0
38.31,103.29,13.32,101.0
45.87,98.28,8.87,104.0
30.24,82.51,11.64,93.0
59.23,84.19,13.39,102.0
38.41,83.4,12.88,115.0
60.86,108.11,11.42,113.0
74.08,94.0,8.91,142.0
79.9,99.88,12.23,174.0
79.52,97.83,14.89,176.0
65.91,99.88,21.23,148.0
68.43,98.43,27.59,147.0
83.76,102.69,29.6,171.0
177.62,98.01,25.5,213.0
232.83,108.2,17.35,387.0
71.44,111.72,16.6,211.0
66.92,105.15,15.35,145.0
134.61,109.29,15.94,177.0
80.83,113.23,16.65,218.0
109.82,105.67,19.71,205.0
66.19,102.61,13.35,195.0
69.27,100.47,18.17,145.0
97.2,108.77,20.69,228.0
72.09,101.26,19.99,200.0
71.44,107.05,19.87,159.0
129.67,103.49,22.42,219.0
103.44,99.88,21.93,257.0
60.76,98.54,13.38,216.0
56.01,104.73,7.15,155.0
58.57,93.52,9.91,148.0
54.12,99.69,8.61,161.0
43.05,82.25,9.64,171.0
50.38,79.94,9.39,152.0
75.11,102.17,12.5,128.0
62.65,114.92,10.2,147.0
51.14,103.09,10.0,117.0
66.16,97.42,13.23,118.0
73.91,105.01,10.36,149.0
69.02,103.83,6.65,148.0
103.27,95.5,8.26,108.0
68.56,107.67,13.49,174.0
61.7,102.86,10.58,137.0
61.74,101.15,8.97,121.0
69.72,108.26,10.01,134.0
72.39,106.72,11.19,149.0
62.0,99.08,12.15,137.0
66.95,109.31,10.13,124.0
61.41,96.56,10.43,122.0
62.77,102.95,10.25,120.0
58.29,100.33,7.93,120.0
56.27,98.59,9.52,116.0
37.03,72.15,9.96,123.0
47.56,121.88,12.95,95.0
45.02,107.06,11.18,102.0
44.95,91.3,12.82,100.0
173.37,113.67,17.14,134.0
525.09,94.0,19.14,442.0
353.58,95.54,16.83,510.0
65.95,107.3,10.53,235.0
50.22,95.03,9.25,115.0
53.47,101.93,10.41,113.0
48.65,96.82,7.94,109.0
29.42,80.62,8.1,100.0
36.27,91.18,9.6,99.0
33.01,93.99,9.41,98.0
38.91,86.74,8.86,102.0
48.34,98.72,10.22,106.0
50.06,88.76,12.11,110.0
63.29,99.76,12.41,117.0
65.76,105.71,12.36,129.0
43.36,96.52,10.03,118.0
38.93,85.11,8.1,100.0
41.44,75.47,9.64,98.0
50.81,86.52,13.18,118.0
60.66,98.21,15.99,121.0
63.93,96.69,16.48,117.0
63.41,109.62,13.84,135.0
57.96,98.74,8.84,121.0
63.41,96.78,8.98,126.0
48.22,87.46,8.51,109.0
49.29,83.28,13.73,106.0
52.53,91.79,2.57,95.0
65.12,98.55,2.69,111.0
56.19,105.42,3.0,112.0
56.72,103.22,3.09,121.0
77.4,101.33,14.08,123.0
73.6,105.96,10.41,160.0
73.9,104.01,11.53,151.0
61.09,106.24,11.4,134.0
69.37,108.55,9.86,141.0
64.25,111.27,9.19,138.0
58.28,101.14,11.1,123.0
55.96,95.45,11.15,125.0
43.84,89.56,10.39,92.0
57.97,99.89,11.52,103.0
53.75,104.14,24.81,146.0
52.91,116.28,34.56,103.0
50.6,114.32,33.59,117.0
42.22,96.54,31.94,120.0
31.46,84.57,35.11,88.0
31.88,70.0,32.42,77.0
28.04,75.69,34.6,79.0
46.8,100.44,34.5,99.0
48.99,87.94,34.56,117.0
55.96,98.92,31.16,116.0
66.47,109.42,37.0,131.0
54.58,102.11,23.02,121.0
70.92,96.84,21.28,125.0
63.68,95.59,20.25,151.0
51.86,108.24,28.92,139.0
37.66,78.68,27.73,107.0
45.0,93.9,33.13,105.0
48.65,87.02,33.5,120.0
41.99,103.25,41.0,100.0
26.0,93.08,21.79,101.0
56.86,109.0,44.83,102.0
52.96,108.3,34.44,129.0
44.3,89.26,34.53,110.0
40.1,85.11,32.79,99.0
33.33,76.71,31.35,100.0
46.08,107.77,31.1,108.0
37.28,84.02,26.57,104.0
40.37,87.52,35.95,116.0
30.1,56.02,20.72,92.0
29.22,60.54,29.21,67.0
60.88,66.45,44.45,72.0
89.48,94.11,59.85,90.0
40.12,50.94,35.16,156.0
50.76,82.05,33.2,167.0
30.45,56.0,44.42,105.0
60.7,81.89,51.24,105.0
51.09,96.09,46.69,135.0
45.67,82.71,38.21,110.0
46.24,90.98,35.88,110.0
31.02,65.19,25.0,95.0
28.39,73.3,29.68,92.0
23.03,66.3,28.72,83.0
29.65,72.39,28.29,84.0
34.57,68.51,26.2,86.0
29.56,53.7,19.21,92.0
32.82,71.8,16.81,105.0
34.45,87.0,22.97,93.0
30.51,66.12,22.26,95.0
31.95,72.51,24.79,87.0
48.62,67.89,23.86,104.0
42.25,44.45,22.65,147.0
26.64,57.84,19.09,85.0
25.43,63.82,20.32,80.0
26.04,76.71,21.04,85.0
8.86,41.75,8.99,86.0
9.41,38.77,8.64,84.0
7.81,26.51,9.11,63.0
6.31,28.63,44.71,87.0
10.4,30.27,57.09,78.0
23.0,62.17,46.21,49.0
28.28,87.32,74.51,85.0
37.15,99.05,84.52,97.0
25.0,82.86,78.74,93.0
37.09,82.11,78.98,92.0
24.59,59.97,70.69,66.0
30.49,69.68,59.25,65.0
23.2,43.26,42.07,66.0
23.25,46.02,42.44,55.0
15.79,36.7,46.68,70.0
10.75,22.54,35.0,59.0
9.93,21.82,31.44,62.0
17.82,31.93,38.08,52.0
13.08,34.21,37.98,52.0
7.0,11.0,43.87,34.0
21.28,37.15,43.64,66.0
31.01,71.78,49.62,82.0
33.84,76.67,51.19,78.0
42.99,91.44,57.36,86.0
39.5,103.83,53.2,100.0
37.67,101.49,45.98,103.0
16.68,31.02,42.12,70.0
13.57,24.85,41.65,55.0
12.72,33.72,26.93,72.0
11.98,35.51,42.12,47.0
9.83,32.3,35.58,73.0
15.29,52.36,47.47,56.0
15.45,57.53,40.95,63.0
16.38,37.54,39.15,55.0
12.88,45.38,45.99,65.0
48.55,108.27,45.48,106.0
50.52,99.86,63.89,104.0
44.48,94.36,73.13,97.0
45.06,101.0,61.79,97.0
56.83,104.28,75.39,108.0
54.95,94.42,87.44,100.0
60.17,94.51,92.33,97.0
58.85,101.67,75.82,103.0
61.53,106.2,77.75,104.0
59.04,100.29,71.09,102.0
54.48,108.28,79.11,104.0
58.23,108.26,66.72,107.0
64.18,103.01,68.11,114.0
61.11,105.64,60.83,107.0
64.35,101.48,50.97,117.0
62.16,99.01,41.2,116.0
73.11,104.96,49.76,130.0
63.6,97.16,25.39,129.0
58.15,84.2,24.36,106.0
73.45,106.62,35.18,118.0
64.93,100.92,22.8,134.0
61.75,97.54,23.49,104.0
65.1,101.16,13.74,113.0
67.23,100.75,31.41,151.0
65.76,104.57,25.01,119.0
66.65,112.8,18.35,124.0
60.51,107.1,36.85,112.0
65.33,103.8,42.02,147.0
71.55,106.32,56.07,144.0
62.24,97.74,52.96,129.0
61.83,104.38,53.12,152.0
60.96,98.46,48.17,163.0
61.46,99.72,45.51,122.0
67.56,102.5,35.21,125.0
59.73,101.38,36.72,140.0
63.35,103.32,38.09,104.0
61.71,95.29,41.53,133.0
61.8,98.96,58.71,141.0
61.0,96.5,63.32,122.0
55.76,85.33,59.47,105.0
60.32,89.17,65.82,98.0
62.65,91.64,51.12,124.0
64.38,95.85,60.39,162.0
63.41,102.09,37.87,136.0
52.96,90.29,8.25,109.0
59.95,98.75,5.3,106.0
63.92,103.2,5.31,105.0
55.4,95.5,27.3,113.0
58.98,95.61,72.0,100.0
58.86,97.97,54.03,103.0
61.32,101.59,54.28,96.0
57.06,89.69,38.29,112.0
59.44,94.88,40.89,94.0
66.0,104.04,46.01,112.0
65.98,100.21,43.82,115.0
58.07,91.26,58.31,109.0
60.69,102.1,64.12,110.0
63.73,106.83,60.81,126.0
61.83,103.12,60.63,117.0
61.79,97.38,68.61,104.0
48.86,104.26,58.18,103.0
60.56,103.88,55.27,105.0
44.66,62.82,27.18,82.0
57.33,93.83,49.45,96.0
64.61,96.25,48.99,133.0
56.65,95.79,60.92,117.0
54.74,94.68,62.77,96.0
61.36,96.74,65.8,102.0
60.03,94.81,67.81,117.0
54.24,95.55,73.32,106.0
58.12,96.04,67.71,102.0
60.2,95.54,67.78,101.0
60.28,103.11,70.51,104.0
61.28,103.5,58.82,106.0
53.5,99.82,55.26,106.0
54.32,92.67,69.63,95.0
62.67,101.25,73.53,160.0
60.05,98.82,58.31,124.0
61.49,104.8,49.74,160.0
61.98,110.38,40.04,173.0
61.25,100.46,39.37,110.0
47.21,80.12,52.0,103.0
65.45,132.09,58.68,103.0
116.03,197.89,58.2,215.0
96.21,162.27,57.6,276.0
75.89,147.99,69.76,158.0
63.83,104.25,37.49,137.0
62.34,100.56,34.38,102.0
51.67,80.46,30.24,96.0
61.42,112.53,36.21,98.0
82.34,168.93,49.71,163.0
115.47,212.64,55.94,236.0
108.41,166.25,49.01,281.0
73.75,114.17,38.15,183.0
81.72,120.38,39.02,164.0
83.39,140.24,52.77,184.0
64.14,116.31,49.49,133.0
54.56,81.16,34.26,126.0
67.09,109.2,38.78,104.0
76.51,135.24,49.29,150.0
69.51,137.83,63.8,156.0
60.61,111.85,49.44,113.0
83.79,150.97,52.58,156.0
71.49,148.62,50.58,151.0
76.94,144.81,47.79,149.0
64.21,108.56,32.92,132.0
56.14,100.4,41.9,100.0
68.79,131.75,43.74,115.0
85.73,157.28,53.72,199.0
62.96,124.01,60.35,129.0
54.98,115.66,46.64,110.0
44.56,87.45,35.7,151.0
52.36,96.1,37.44,102.0
58.81,109.98,42.23,113.0
68.29,141.85,52.03,149.0
56.73,117.29,45.95,164.0
64.14,136.36,52.4,118.0
93.54,188.21,60.66,185.0
83.13,163.13,51.31,180.0
70.3,134.14,45.89,161.0
64.97,108.1,35.98,121.0
62.32,115.04,35.19,137.0
66.1,129.76,40.94,123.0
85.12,173.28,46.28,158.0
82.76,203.34,46.37,193.0
75.46,197.99,46.97,179.0
63.58,163.83,40.25,141.0
57.61,157.84,35.93,160.0
53.34,144.79,44.31,128.0
65.52,167.51,46.93,161.0
72.0,184.43,48.13,164.0
68.68,178.16,44.73,183.0
80.73,198.07,46.49,165.0
64.09,163.99,44.5,165.0
55.13,148.99,39.79,179.0
69.06,177.21,45.33,197.0
63.3,161.94,38.86,166.0
57.86,130.83,29.63,147.0
28.95,87.02,25.79,142.0
32.73,90.8,25.01,116.0
31.06,69.14,19.79,102.0
42.16,106.15,28.0,106.0
35.62,80.09,17.76,109.0
45.6,118.95,28.85,124.0
77.14,189.5,45.09,181.0
30.97,89.71,24.09,113.0
30.33,111.84,33.13,108.0
43.8,146.18,41.87,117.0
63.7,181.89,42.87,143.0
50.64,132.94,37.51,161.0
21.27,57.52,18.26,95.0
27.44,44.62,24.38,76.0
54.73,118.8,45.98,97.0
67.57,186.0,52.24,146.0
63.1,216.97,54.07,167.0
52.04,186.28,43.35,144.0
61.33,191.22,50.59,145.0
60.92,175.69,52.0,171.0
60.33,158.98,48.25,175.0
54.59,135.47,42.79,148.0
60.55,148.34,41.27,137.0
62.45,152.69,38.24,140.0
57.61,144.64,39.4,164.0
51.42,128.17,38.28,154.0
49.28,117.75,33.72,127.0
47.02,122.96,35.07,114.0
45.77,119.32,35.7,150.0
44.15,117.72,30.98,136.0
51.9,144.41,41.35,123.0
50.37,125.87,34.02,132.0
43.52,105.3,30.44,123.0
47.15,98.46,29.71,103.0
44.33,118.21,36.95,92.0
48.68,119.71,32.91,136.0
68.34,186.2,38.38,128.0
77.56,193.33,49.22,175.0
67.48,184.29,39.61,164.0
77.94,235.99,52.07,192.0
158.04,485.88,70.52,199.0
59.32,161.14,37.36,173.0
60.92,155.57,32.52,165.0
57.68,161.11,29.2,152.0
56.31,172.7,28.75,148.0
68.97,221.35,41.41,173.0
70.99,219.74,45.1,191.0
57.04,157.84,27.79,166.0
49.73,155.18,35.29,131.0
45.5,146.01,37.88,136.0
53.51,173.04,42.5,143.0
58.3,187.29,42.34,156.0
57.26,195.54,40.89,162.0
55.63,186.41,42.61,156.0
61.48,178.52,51.82,151.0
63.36,195.29,45.42,171.0
37.64,90.98,23.58,142.0
27.39,97.09,29.07,127.0
24.73,71.82,25.71,99.0
24.54,68.79,26.4,99.0
29.34,70.91,21.73,110.0
37.31,85.68,25.09,118.0
43.24,111.88,26.06,130.0
40.48,113.26,24.97,138.0
38.11,89.14,25.56,122.0
27.81,82.02,18.72,131.0
32.95,91.33,41.36,109.0
31.54,71.48,56.78,165.0
30.22,66.24,72.96,123.0
34.8,77.97,36.6,86.0
36.41,94.82,38.77,84.0
40.68,101.34,42.42,107.0
35.14,80.34,30.94,85.0
37.13,108.52,41.07,98.0
37.23,102.58,38.74,102.0
48.21,159.97,50.64,118.0
45.73,153.81,49.46,148.0
41.91,143.04,48.49,126.0
35.78,119.47,47.98,131.0
38.13,117.36,51.56,115.0
49.56,173.1,66.04,130.0
57.16,177.19,70.75,156.0
39.09,115.26,45.01,127.0
43.73,135.42,47.81,119.0
26.99,79.38,30.37,103.0
26.35,79.05,35.91,93.0
19.02,78.46,42.99,76.0
17.31,78.58,46.38,82.0
11.35,45.33,22.84,80.0
10.04,35.01,25.83,79.0
13.75,45.45,22.7,109.0
13.78,42.98,19.42,103.0
14.36,40.42,24.08,84.0
16.11,54.35,19.2,106.0
17.77,57.12,21.89,97.0
12.3,31.28,11.7,74.0
11.78,27.93,19.22,67.0
17.05,39.07,20.03,69.0
7.84,21.21,15.62,68.0
7.85,18.39,15.56,61.0
5.56,11.67,8.47,50.0
6.92,16.59,17.19,63.0
19.65,42.88,16.5,84.0
13.54,30.33,18.12,75.0
9.71,21.19,14.66,72.0
13.07,35.43,16.86,94.0
12.88,33.71,15.24,86.0
7.61,18.66,11.6,82.0
7.38,23.73,12.26,83.0
8.66,29.59,14.39,70.0
11.4,39.16,18.0,59.0
11.48,37.59,15.64,67.0
10.85,39.43,11.31,63.0
11.81,37.65,13.1,60.0
11.79,38.79,10.8,63.0
11.82,36.34,11.63,53.0
8.84,29.13,14.13,60.0
10.38,39.46,12.42,62.0
13.08,53.54,11.15,61.0
10.98,42.56,12.28,63.0
9.75,37.86,11.87,66.0
11.8,46.69,13.33,66.0
15.53,48.65,13.28,57.0
10.4,37.0,12.88,58.0
14.66,45.03,14.12,57.0
14.77,43.48,16.09,63.0
18.19,55.27,15.37,66.0
18.1,47.47,14.82,61.0
15.0,39.94,17.03,60.0
19.31,59.13,16.31,60.0
14.29,47.25,15.3,66.0
14.49,42.92,12.53,58.0
13.9,35.06,13.56,53.0
16.53,63.46,11.48,74.0
10.24,34.05,8.45,86.0
10.78,27.38,12.06,93.0
8.48,18.17,10.62,47.0
5.72,14.48,12.4,46.0
6.54,16.81,9.5,48.0
10.83,34.66,9.71,50.0
13.37,53.26,10.08,55.0
15.97,66.76,11.72,71.0
15.62,52.3,12.84,65.0
14.04,56.61,10.9,55.0
16.55,61.4,12.98,62.0
14.43,49.0,13.97,60.0
12.62,41.75,14.04,56.0
15.28,47.66,14.93,55.0
17.5,60.16,16.64,63.0
17.42,57.47,18.87,69.0
16.85,49.6,17.0,60.0
16.78,54.83,13.74,61.0
11.79,34.3,10.34,51.0
13.35,44.95,18.12,49.0
20.34,64.87,20.12,67.0
23.03,80.57,22.47,75.0
26.22,81.09,21.64,90.0
24.87,68.32,19.65,83.0
20.47,43.45,16.75,80.0
14.91,32.93,11.51,71.0
17.76,44.97,15.61,65.0
15.1,36.13,14.19,67.0
17.08,37.86,15.64,55.0
20.36,40.24,14.29,60.0
16.4,44.14,13.37,58.0
20.12,56.17,12.73,63.0
21.77,76.01,15.13,70.0
26.6,80.23,16.09,85.0
