PM2.5,PM10,NO2,AQI
77.51,115.91,26.66,163.0
68.7,106.53,26.07,150.0
72.89,108.85,23.94,127.0
76.4,120.03,31.02,151.0
71.11,122.95,33.96,148.0
64.44,113.83,61.25,120.0
66.78,107.4,63.11,119.0
66.07,110.91,68.27,125.0
63.54,100.06,72.33,116.0
60.96,109.68,71.71,112.0
61.68,102.75,81.21,108.0
61.23,102.48,85.44,109.0
63.17,96.29,80.13,110.0
61.53,102.83,69.96,116.0
68.77,105.94,63.18,125.0
63.62,103.65,68.05,121.0
66.66,99.53,71.79,126.0
66.92,108.85,25.19,144.0
41.55,80.48,30.56,93.0
32.6,67.24,26.56,82.0
52.58,93.04,24.96,106.0
74.8,113.48,30.06,131.0
43.18,77.91,28.66,113.0
50.53,64.11,36.44,91.0
64.4,80.16,58.46,105.0
65.44,102.77,57.17,123.0
57.84,116.72,36.03,120.0
46.03,95.57,20.92,113.0
40.99,71.42,18.21,105.0
48.07,84.67,18.08,117.0
62.66,102.67,22.56,107.0
71.8,117.17,30.64,139.0
52.28,113.57,46.05,119.0
69.5,104.08,65.42,119.0
59.38,107.2,67.64,120.0
64.2,104.71,74.72,119.0
61.85,100.85,77.27,122.0
63.14,99.22,77.15,133.0
67.26,102.33,77.47,120.0
65.86,96.71,71.11,124.0
79.29,123.67,48.03,122.0
63.52,101.09,64.9,126.0
66.59,108.45,53.96,133.0
56.0,94.0,41.25,127.0
56.0,94.0,57.45,116.0
56.0,94.0,53.1,116.0
71.19,112.65,55.17,107.0
63.51,97.56,38.43,147.0
38.25,77.84,33.05,102.0
62.3,101.33,42.11,98.0
66.77,100.24,46.67,117.0
68.9,105.73,29.76,121.0
69.58,123.12,39.5,146.0
47.15,88.98,59.46,110.0
57.31,92.42,51.83,108.0
56.08,95.9,60.14,103.0
61.58,96.12,63.83,108.0
55.21,97.03,52.63,102.0
66.21,107.1,41.29,107.0
71.24,111.64,28.97,121.0
73.17,113.17,18.95,144.0
76.86,123.73,23.54,148.0
67.81,108.77,57.83,136.0
68.03,111.45,68.69,137.0
62.88,102.81,70.47,124.0
77.1,107.71,30.17,139.0
80.78,122.62,29.97,166.0
80.65,120.43,33.64,236.0
74.57,122.65,33.51,156.0
63.88,114.71,51.04,126.0
55.47,103.58,56.26,108.0
68.84,118.21,30.0,101.0
82.19,127.59,25.96,173.0
68.09,106.33,36.01,190.0
90.15,165.54,46.57,178.0
68.13,109.16,23.93,183.0
84.78,144.43,26.01,177.0
95.17,154.56,40.05,214.0
93.11,149.8,41.89,221.0
64.85,125.5,30.29,158.0
95.92,172.76,45.33,177.0
96.96,170.32,44.16,255.0
98.42,191.04,53.95,227.0
90.31,159.65,50.7,214.0
86.33,161.9,41.98,137.0
97.24,177.05,54.72,198.0
108.49,191.72,51.15,265.0
90.15,158.52,50.13,228.0
72.66,134.1,38.14,168.0
50.1,92.38,24.89,107.0
47.32,108.45,29.69,118.0
54.3,122.19,31.76,146.0
74.8,181.65,51.11,158.0
103.57,205.91,67.56,219.0
69.93,177.61,51.53,196.0
90.56,171.09,50.92,191.0
78.47,143.79,41.19,166.0
78.02,138.38,39.22,184.0
61.52,116.64,34.28,158.0
48.68,110.73,32.48,144.0
50.3,116.4,36.34,141.0
51.17,93.34,25.74,138.0
54.92,100.52,26.63,129.0
72.35,120.28,26.9,122.0
68.0,134.8,33.52,160.0
67.1,124.23,32.02,151.0
84.69,175.98,50.97,175.0
72.19,142.93,47.3,151.0
76.47,174.14,56.43,172.0
52.09,115.14,40.5,159.0
29.71,62.1,26.24,86.0
22.3,53.71,22.88,117.0
24.57,58.88,18.35,118.0
19.72,42.65,13.58,108.0
22.26,51.86,21.42,106.0
26.23,61.07,20.68,62.0
28.4,45.37,13.13,122.0
45.77,82.12,15.24,67.0
50.47,94.74,14.84,90.0
42.41,78.96,18.12,169.0
36.17,62.62,23.85,112.0
36.92,78.56,23.69,114.0
40.35,85.47,23.26,126.0
47.45,99.17,23.88,129.0
51.6,107.27,23.09,106.0
56.22,109.69,24.25,147.0
48.4,84.08,22.58,136.0
47.43,92.46,23.01,127.0
48.72,108.98,24.53,97.0
52.68,123.59,28.39,144.0
33.5,96.75,21.75,115.0
30.71,82.42,15.91,94.0
30.48,92.82,12.79,134.0
30.66,110.0,13.76,140.0
33.98,96.5,15.38,140.0
32.45,103.49,16.13,106.0
28.03,75.36,16.11,98.0
30.18,86.28,15.4,128.0
39.15,96.82,17.95,136.0
46.38,104.17,20.15,142.0
45.34,99.45,18.06,152.0
45.08,98.0,18.38,149.0
30.88,66.79,17.28,94.0
28.6,81.5,17.27,131.0
47.12,96.39,0.17,149.0
22.41,48.12,5.76,70.0
28.03,55.26,4.43,94.0
29.4,61.49,13.63,85.0
42.25,81.14,13.34,90.0
54.75,97.61,2.68,99.0
60.62,109.46,0.38,148.0
33.02,72.5,19.44,130.0
30.55,54.72,16.56,93.0
13.1,27.08,14.82,85.0
6.48,22.89,11.61,64.0
7.8,18.72,14.27,63.0
10.89,28.9,10.62,58.0
15.12,28.67,8.23,52.0
13.71,28.68,10.58,74.0
38.17,61.47,8.68,62.0
61.5,106.56,11.39,95.0
67.51,130.08,25.32,120.0
72.41,138.21,28.02,161.0
69.52,119.5,30.52,174.0
70.0,124.86,31.12,175.0
62.29,125.91,41.42,153.0
82.35,172.13,54.91,158.0
51.25,133.9,44.58,138.0
56.05,92.98,39.66,116.0
61.99,126.25,40.34,122.0
71.27,124.88,27.71,165.0
69.02,114.81,29.42,157.0
75.65,123.44,34.31,162.0
98.32,184.65,55.94,207.0
101.28,178.5,55.34,230.0
83.65,141.02,36.78,195.0
60.98,112.99,44.64,155.0
55.61,111.86,44.59,104.0
77.81,160.8,54.45,148.0
72.49,126.78,47.58,132.0
76.95,128.31,43.73,159.0
80.72,149.08,41.51,169.0
66.31,97.69,24.11,128.0
66.12,97.87,36.82,125.0
83.31,163.67,67.69,155.0
92.11,181.98,56.71,206.0
72.64,139.11,46.04,158.0
55.81,121.39,43.94,131.0
72.83,137.31,54.01,124.0
67.7,110.88,41.12,142.0
89.92,178.94,52.59,164.0
113.04,195.51,61.96,251.0
117.2,183.31,45.4,268.0
115.56,168.7,39.23,292.0
123.9,202.38,60.49,296.0
101.93,176.88,55.93,290.0
88.29,195.79,60.83,203.0
52.25,103.4,52.56,160.0
58.56,100.61,32.45,99.0
67.75,113.01,23.54,129.0
59.73,99.04,23.69,131.0
64.22,106.57,28.36,125.0
72.28,132.6,52.03,132.0
112.67,234.51,83.29,231.0
89.89,183.69,59.18,233.0
106.06,218.15,75.76,231.0
92.74,200.4,70.87,230.0
100.71,196.05,60.68,229.0
63.83,116.56,33.16,150.0
98.05,191.53,62.83,192.0
123.81,289.19,70.69,279.0
128.34,254.08,69.88,305.0
117.2,210.61,52.2,293.0
199.94,283.0,62.91,334.0
113.89,203.02,47.37,320.0
123.38,233.26,53.99,284.0
104.12,200.75,50.03,297.0
83.42,168.22,56.14,189.0
85.14,187.51,57.47,180.0
103.95,249.97,60.86,229.0
90.25,199.35,58.21,224.0
93.18,213.01,63.07,200.0
108.47,262.9,87.42,226.0
83.94,152.19,38.1,182.0
87.12,156.83,44.15,176.0
95.29,202.2,68.01,219.0
92.94,187.71,65.32,215.0
73.77,168.36,61.11,179.0
81.05,210.94,69.86,172.0
78.53,205.06,65.58,164.0
63.4,191.95,62.86,169.0
65.06,179.27,58.17,162.0
69.68,183.64,57.75,150.0
62.76,139.55,49.41,136.0
51.09,114.01,47.2,116.0
49.31,125.65,41.02,112.0
52.48,119.12,38.01,99.0
72.97,129.71,29.17,140.0
52.38,113.91,6.49,121.0
67.26,169.98,11.17,134.0
72.41,150.5,8.09,137.0
82.74,155.27,0.51,169.0
66.72,112.92,0.64,136.0
78.83,143.59,0.81,148.0
81.56,161.53,18.27,174.0
72.27,183.23,49.32,156.0
71.19,194.15,65.2,160.0
76.45,188.84,58.72,157.0
86.82,256.85,90.43,195.0
61.99,250.5,66.23,232.0
58.94,171.6,80.37,182.0
48.33,136.39,59.48,131.0
50.69,151.74,67.88,128.0
56.85,149.89,58.84,142.0
54.86,138.5,49.57,124.0
37.05,124.78,56.87,118.0
31.85,118.47,57.8,115.0
47.48,133.72,51.33,121.0
48.65,123.68,43.91,124.0
64.04,147.36,48.57,115.0
50.73,96.61,20.95,124.0
45.48,84.41,23.2,85.0
60.64,143.53,44.34,114.0
63.92,142.07,52.48,126.0
57.28,125.83,48.37,120.0
48.89,122.96,55.29,112.0
39.85,123.78,56.73,117.0
42.34,107.78,39.02,109.0
42.47,83.23,34.41,99.0
96.1,175.91,66.65,148.0
93.98,157.14,52.36,224.0
67.56,108.03,39.88,168.0
55.97,106.51,40.7,105.0
60.63,120.63,46.99,107.0
51.64,108.06,41.97,110.0
55.66,139.74,41.72,121.0
54.05,115.06,31.7,116.0
45.64,97.95,27.43,106.0
51.89,114.38,37.22,99.0
48.2,107.48,40.51,110.0
30.53,74.44,29.04,88.0
27.49,67.21,29.4,71.0
29.82,75.32,27.29,73.0
38.7,94.22,39.01,82.0
36.96,88.07,34.75,101.0
29.16,87.32,30.39,95.0
22.21,55.07,21.58,62.0
23.84,69.72,30.58,70.0
27.42,71.41,35.01,72.0
38.43,102.08,35.61,89.0
36.88,82.95,33.99,95.0
23.42,42.92,21.57,84.0
39.79,89.78,40.3,75.0
47.17,97.93,37.12,90.0
29.43,69.38,30.01,85.0
22.09,54.98,28.51,59.0
28.25,83.68,35.98,81.0
18.89,55.15,23.41,54.0
15.53,54.14,27.48,66.0
17.15,57.66,28.43,55.0
27.23,85.09,33.99,78.0
19.46,66.45,31.74,71.0
17.86,65.64,28.5,66.0
16.36,69.43,24.01,65.0
21.74,83.35,23.61,80.0
15.93,66.29,23.5,76.0
29.64,86.19,35.29,98.0
25.81,87.92,27.12,86.0
21.97,81.58,26.51,76.0
16.34,52.24,18.01,77.0
13.9,54.07,19.48,49.0
17.59,69.48,22.83,60.0
14.44,60.54,21.94,67.0
14.65,58.94,29.04,65.0
31.6,127.69,51.33,91.0
22.42,81.52,40.78,84.0
18.79,72.55,25.71,77.0
14.83,77.05,23.09,70.0
16.6,72.27,27.91,81.0
19.95,87.8,27.69,84.0
19.27,81.33,27.8,102.0
20.57,94.77,35.37,90.0
9.35,58.97,23.46,77.0
81.14,64.46,34.7,119.0
16.11,71.82,25.8,130.0
25.41,87.91,46.17,81.0
17.96,78.44,30.47,76.0
12.0,71.64,20.48,79.0
20.89,89.72,38.54,69.0
20.64,84.06,29.74,101.0
16.73,76.61,25.98,76.0
14.85,66.39,25.75,75.0
11.81,53.12,20.44,60.0
13.64,50.59,22.38,47.0
11.32,39.54,20.52,44.0
13.25,31.62,13.2,40.0
14.42,43.25,20.85,38.0
25.1,76.72,30.18,56.0
27.11,80.88,28.35,87.0
37.85,106.22,27.18,98.0
34.18,107.24,20.48,103.0
39.17,102.24,33.55,107.0
30.78,86.36,35.75,89.0
38.25,121.95,69.53,90.0
57.79,144.62,51.13,124.0
35.24,84.35,46.12,101.0
28.43,68.43,27.3,82.0
36.75,83.33,43.22,95.0
28.69,66.84,46.76,81.0
30.94,87.54,44.8,82.0
35.48,100.2,52.86,83.0
35.64,136.51,46.06,105.0
38.98,148.5,46.8,126.0
53.56,188.11,52.52,151.0
50.78,173.25,41.44,158.0
27.7,106.31,38.37,112.0
27.05,74.19,38.98,92.0
26.17,97.3,36.83,79.0
30.25,95.68,35.29,101.0
30.0,113.06,35.52,97.0
33.04,113.38,41.73,111.0
27.29,70.27,38.39,84.0
32.92,84.65,44.95,76.0
33.78,79.51,36.11,85.0
32.22,91.28,37.53,79.0
31.92,79.9,34.59,95.0
38.8,86.26,44.72,80.0
33.39,102.52,45.59,90.0
24.36,91.04,41.02,100.0
27.25,71.62,41.73,85.0
35.14,101.2,42.5,87.0
33.26,80.16,37.76,88.0
34.32,88.43,41.61,81.0
30.08,82.39,38.24,91.0
31.55,84.57,43.01,83.0
25.83,70.56,43.68,84.0
28.16,82.2,36.77,68.0
36.57,84.99,37.66,91.0
21.84,49.03,35.28,68.0
28.49,99.19,33.71,70.0
22.82,74.76,33.08,89.0
29.86,82.04,32.84,82.0
22.54,58.77,34.15,69.0
27.9,67.82,39.37,63.0
27.85,59.59,39.62,67.0
32.61,91.42,36.09,81.0
36.78,138.91,37.23,104.0
41.99,137.9,38.59,127.0
43.56,128.51,38.15,123.0
44.48,150.92,43.93,130.0
35.02,127.79,38.7,125.0
35.58,108.84,35.59,113.0
40.33,127.5,34.26,114.0
43.0,157.0,52.68,118.0
40.26,109.01,34.1,117.0
52.43,165.01,40.08,130.0
53.49,166.88,46.16,142.0
48.5,140.55,45.67,109.0
45.4,83.09,34.88,106.0
39.1,82.99,41.31,73.0
44.7,109.74,37.98,100.0
53.32,107.32,45.44,107.0
34.35,71.82,42.32,93.0
21.86,49.71,42.23,76.0
25.69,69.31,42.03,87.0
32.84,68.96,43.43,72.0
17.9,52.3,40.17,63.0
20.96,48.4,32.21,54.0
30.03,67.02,32.93,61.0
31.38,71.25,31.63,74.0
41.97,108.88,48.76,122.0
48.18,133.73,38.12,118.0
43.89,110.32,28.8,114.0
51.3,125.77,47.77,116.0
35.33,84.6,43.2,108.0
39.86,99.71,37.89,87.0
45.16,104.47,41.65,97.0
41.12,101.34,41.07,107.0
39.34,91.6,39.76,96.0
48.18,133.49,45.56,106.0
41.28,105.99,42.57,118.0
47.03,134.82,37.44,110.0
65.02,165.7,32.44,141.0
48.09,123.99,37.19,129.0
47.34,100.31,41.09,105.0
56.6,114.28,38.93,106.0
64.77,109.78,26.21,121.0
62.18,117.69,42.52,100.0
62.22,147.66,44.38,138.0
67.61,192.29,51.88,154.0
33.98,79.99,32.51,96.0
41.23,104.04,40.65,100.0
47.77,129.97,43.66,119.0
71.26,105.67,51.8,110.0
37.58,74.29,35.07,102.0
38.53,71.96,31.62,77.0
38.46,101.61,28.05,114.0
29.18,77.84,28.82,78.0
28.61,79.11,31.75,86.0
34.19,104.24,38.97,98.0
36.81,92.5,34.54,99.0
18.71,55.55,27.41,66.0
28.19,86.03,26.8,70.0
52.09,119.12,27.89,104.0
73.3,125.23,29.07,157.0
64.0,137.38,32.38,122.0
62.23,141.49,37.26,117.0
57.35,154.36,42.21,130.0
78.54,181.76,46.02,149.0
69.29,155.0,32.8,153.0
54.88,122.81,27.32,107.0
42.4,126.5,30.66,112.0
31.74,93.9,39.07,112.0
49.33,137.83,63.88,106.0
43.88,110.35,49.84,115.0
69.73,118.55,36.05,122.0
58.04,99.35,49.77,114.0
49.55,100.07,51.42,98.0
40.69,83.99,29.18,98.0
53.01,89.9,33.06,80.0
86.27,164.46,62.09,144.0
145.0,209.56,50.73,181.0
69.05,187.53,45.83,168.0
99.12,213.95,56.25,199.0
107.88,250.11,57.23,236.0
111.32,249.15,78.4,288.0
90.26,226.33,63.2,228.0
78.89,198.9,62.3,177.0
52.93,123.25,42.35,152.0
63.16,208.22,57.54,160.0
44.31,107.47,22.51,182.0
34.42,70.48,19.74,118.0
37.5,72.83,19.84,95.0
22.75,49.88,16.98,63.0
11.04,32.91,14.93,47.0
11.34,36.49,14.72,44.0
7.47,29.02,12.91,38.0
8.24,28.92,10.16,40.0
11.35,38.83,17.47,44.0
30.77,89.68,42.96,74.0
101.79,160.09,44.43,112.0
198.38,196.15,41.63,387.0
48.16,108.47,29.96,142.0
66.51,160.33,33.99,127.0
87.49,141.5,18.34,147.0
90.03,157.27,32.85,214.0
56.29,120.8,24.96,170.0
72.47,131.34,21.2,170.0
57.22,108.41,18.49,139.0
54.95,111.88,17.67,103.0
57.21,138.21,20.42,131.0
40.27,97.11,27.34,107.0
42.25,88.83,15.38,86.0
47.82,94.72,16.99,96.0
61.71,120.39,37.42,112.0
89.61,148.52,29.08,187.0
96.08,154.93,21.61,213.0
114.86,180.89,24.2,274.0
86.25,155.66,32.87,282.0
74.06,141.28,35.65,233.0
69.72,122.47,28.88,176.0
82.35,135.92,27.44,160.0
80.16,144.93,20.91,145.0
78.08,168.15,19.55,171.0
53.03,107.74,22.34,130.0
24.85,42.28,15.9,79.0
5.89,24.42,36.94,61.0
8.6,26.8,20.6,49.0
63.48,97.28,29.34,91.0
118.3,193.27,93.1,291.0
111.24,195.18,79.61,276.0
100.63,179.35,58.23,255.0
77.43,137.85,40.68,220.0
70.2,116.5,21.96,152.0
131.6,278.71,103.42,278.0
132.69,265.78,92.32,298.0
148.04,285.83,103.9,319.0
139.55,244.16,92.53,315.0
116.68,170.85,40.15,299.0
132.1,199.8,73.49,304.0
119.16,250.09,87.59,307.0
136.86,297.86,130.26,296.0
137.45,285.72,87.03,320.0
135.46,227.11,67.15,309.0
106.66,161.56,33.85,279.0
115.8,203.73,56.99,291.0
120.2,206.55,57.3,280.0
203.05,306.16,80.39,343.0
76.5,269.04,63.35,281.0
102.42,213.54,29.75,199.0
126.4,253.02,58.08,274.0
125.44,228.39,74.49,305.0
125.76,267.76,78.53,307.0
143.69,283.17,62.47,313.0
129.7,254.44,59.43,315.0
118.46,137.7,76.17,302.0
115.56,233.08,47.81,281.0
100.56,198.95,41.78,257.0
45.94,56.4,22.82,113.0
80.45,129.08,17.27,101.0
85.77,138.65,42.57,196.0
79.75,127.43,44.93,172.0
71.88,117.96,33.23,160.0
57.58,106.17,35.5,117.0
53.84,106.93,51.62,116.0
99.81,212.2,71.07,205.0
85.53,245.56,65.16,205.0
71.09,144.15,46.25,147.0
111.01,243.2,74.52,228.0
113.48,275.41,91.99,272.0
118.36,278.92,85.31,283.0
98.9,221.69,63.54,277.0
76.34,140.91,42.83,165.0
59.05,124.13,28.13,126.0
54.84,126.53,33.09,114.0
59.6,124.4,33.96,122.0
94.42,178.56,60.03,182.0
55.03,94.34,30.02,144.0
67.33,138.24,44.68,115.0
50.92,109.68,34.62,109.0
51.74,100.88,37.14,109.0
33.27,71.67,20.37,84.0
39.61,86.76,24.55,82.0
51.81,115.7,36.12,98.0
52.8,118.58,40.23,103.0
51.41,128.17,47.12,118.0
41.71,144.36,50.67,124.0
48.26,165.39,36.7,137.0
52.58,169.83,28.68,148.0
15.89,52.28,14.77,48.0
26.93,69.05,20.86,63.0
27.8,87.02,24.13,78.0
22.27,91.01,26.61,92.0
42.23,111.52,32.32,102.0
30.85,93.77,23.55,104.0
33.92,81.68,29.37,81.0
27.95,96.17,39.08,80.0
19.08,75.6,36.5,79.0
21.22,93.11,42.49,74.0
30.96,123.07,53.94,105.0
42.54,133.44,51.99,121.0
50.39,159.08,61.21,131.0
43.56,116.19,38.18,130.0
28.18,95.94,25.99,107.0
34.35,105.79,37.82,98.0
30.15,79.98,29.19,98.0
32.39,100.66,43.73,100.0
27.53,72.87,28.71,78.0
23.36,66.43,29.64,74.0
36.33,115.06,42.43,91.0
31.12,105.29,36.11,114.0
31.06,108.14,35.72,101.0
36.77,89.98,35.59,99.0
24.49,64.93,30.89,81.0
24.5,76.36,33.42,71.0
30.49,93.56,33.41,87.0
31.8,102.51,28.23,91.0
37.15,104.69,36.12,103.0
44.75,133.71,45.4,110.0
43.25,133.41,35.51,126.0
28.42,103.06,36.19,108.0
27.5,89.44,35.23,101.0
27.02,103.61,32.42,91.0
23.63,77.64,25.85,96.0
32.96,109.5,43.6,86.0
25.61,85.39,41.37,105.0
22.42,79.8,22.97,81.0
23.73,81.76,23.77,80.0
33.69,99.18,22.46,100.0
27.28,106.57,42.29,96.0
20.65,85.16,31.55,99.0
28.84,107.04,36.27,89.0
31.45,120.82,42.89,110.0
35.3,116.16,33.42,114.0
31.25,102.2,24.69,111.0
22.48,68.45,18.99,88.0
21.76,73.93,28.49,71.0
25.62,86.99,44.16,79.0
29.58,78.81,33.58,85.0
26.19,68.03,26.87,72.0
21.88,60.43,22.74,63.0
37.51,114.06,23.73,83.0
38.9,120.33,27.19,116.0
29.45,96.85,23.62,113.0
25.92,104.1,19.16,102.0
18.89,65.88,15.71,85.0
12.9,52.79,15.86,56.0
13.18,50.34,18.79,46.0
15.1,55.1,35.9,50.0
59.67,198.42,49.52,97.0
52.61,180.09,32.12,175.0
65.23,220.1,42.18,160.0
67.2,216.54,31.58,190.0
56.08,194.4,35.5,163.0
54.82,183.91,22.26,166.0
61.23,188.33,26.94,151.0
56.23,171.44,18.5,163.0
49.08,163.64,11.09,140.0
44.74,147.05,10.19,138.0
43.14,168.58,11.43,135.0
37.06,122.82,10.67,129.0
45.0,113.4,4.13,116.0
29.21,130.06,19.75,111.0
35.01,127.26,40.82,125.0
40.21,139.76,42.51,117.0
38.02,124.52,38.62,127.0
31.98,117.35,32.0,108.0
32.84,120.24,32.44,115.0
26.16,103.66,28.5,106.0
29.8,104.97,29.1,101.0
39.15,123.66,31.19,109.0
57.41,131.82,33.59,126.0
31.75,127.6,34.42,120.0
39.54,117.65,51.29,106.0
33.95,112.15,44.94,114.0
33.91,103.26,42.39,111.0
37.1,107.98,31.49,103.0
45.29,106.33,29.3,103.0
50.58,137.62,33.15,87.0
29.74,101.8,44.6,97.0
42.08,113.64,50.29,109.0
50.27,126.08,31.49,88.0
38.91,123.12,35.15,117.0
45.26,127.45,35.69,121.0
37.51,118.95,32.28,109.0
55.58,133.27,46.77,119.0
47.28,116.44,51.94,122.0
37.53,113.19,49.11,99.0
27.89,94.44,43.7,112.0
39.18,130.58,54.95,101.0
37.35,138.02,46.38,122.0
40.03,141.42,40.83,135.0
33.4,100.52,53.01,109.0
40.58,120.64,45.39,100.0
59.13,196.5,56.36,153.0
37.62,105.75,38.69,126.0
28.8,66.8,41.36,86.0
56.84,114.49,63.61,104.0
39.46,81.53,37.97,98.0
35.47,71.35,28.75,75.0
22.96,61.28,26.62,60.0
30.65,84.08,27.46,73.0
40.18,105.25,47.96,98.0
30.4,106.57,50.51,100.0
25.84,91.36,42.21,105.0
20.4,77.9,39.65,80.0
29.39,92.4,50.5,88.0
33.41,141.22,43.53,107.0
33.55,139.81,40.73,132.0
33.67,85.62,41.48,110.0
25.58,91.73,39.32,80.0
30.74,139.65,46.97,107.0
26.75,100.5,35.87,128.0
31.12,121.6,40.55,129.0
25.62,106.83,34.25,108.0
20.88,95.85,34.46,102.0
34.28,118.77,41.25,110.0
28.47,84.28,41.79,106.0
41.9,130.91,49.44,106.0
57.36,161.99,59.13,143.0
40.74,106.84,33.3,117.0
58.92,110.31,48.17,106.0
34.17,71.59,24.07,89.0
20.21,48.5,12.57,57.0
20.03,47.3,13.26,46.0
16.74,50.23,17.67,49.0
29.76,102.17,35.69,75.0
29.61,81.88,35.82,100.0
19.61,49.3,40.12,78.0
17.07,54.79,40.79,52.0
27.38,50.55,39.75,71.0
24.48,70.71,38.05,53.0
26.17,96.67,36.98,85.0
32.33,124.88,43.05,104.0
26.12,90.2,34.39,113.0
17.8,58.85,32.18,75.0
25.11,49.19,45.85,68.0
29.95,92.72,38.31,83.0
21.59,57.12,41.77,88.0
22.25,44.55,38.1,82.0
14.45,26.19,35.05,52.0
24.41,82.32,29.55,63.0
30.46,103.55,38.34,90.0
36.4,104.83,40.32,98.0
29.25,82.66,26.37,102.0
42.33,110.48,40.05,90.0
38.76,100.88,29.49,101.0
38.11,101.57,22.38,108.0
44.17,162.64,29.12,113.0
36.68,93.0,9.43,112.0
29.83,81.31,10.6,77.0
45.17,124.19,15.42,109.0
30.77,84.5,11.86,97.0
26.34,57.94,11.76,82.0
35.18,105.31,9.73,108.0
32.64,106.67,9.42,109.0
20.11,52.18,36.1,62.0
18.05,52.41,39.29,56.0
23.49,80.31,32.1,64.0
29.19,108.49,35.22,98.0
33.74,106.76,42.43,111.0
35.28,98.36,42.02,104.0
33.52,91.75,41.39,93.0
34.27,97.09,47.83,96.0
39.35,93.44,39.29,107.0
37.09,85.61,33.06,86.0
42.98,98.42,34.0,83.0
35.14,66.68,15.97,91.0
14.11,45.52,21.64,60.0
9.76,27.66,9.06,43.0
14.75,37.77,20.6,53.0
15.09,80.12,20.87,77.0
6.64,31.12,14.1,44.0
6.63,20.53,18.22,42.0
12.12,31.34,30.68,64.0
15.48,34.22,31.57,84.0
23.9,50.1,41.9,106.0
35.29,116.42,35.82,131.0
27.57,78.88,29.53,89.0
32.77,99.56,32.42,98.0
27.7,87.41,38.3,93.0
26.46,89.36,42.8,97.0
42.61,185.5,43.36,117.0
26.99,88.4,41.21,109.0
30.49,81.94,55.32,74.0
57.44,157.35,65.83,114.0
25.84,80.25,47.16,81.0
24.45,99.34,45.24,100.0
27.58,112.85,33.36,101.0
28.92,161.21,34.79,133.0
28.02,46.85,27.55,147.0
45.56,72.39,21.17,75.0
32.93,56.18,29.73,83.0
7.02,20.34,24.67,48.0
8.55,22.06,21.09,45.0
10.32,23.93,40.82,52.0
5.29,17.65,25.84,64.0
10.5,23.78,22.41,44.0
15.67,26.01,38.11,62.0
5.08,8.16,29.46,74.0
37.82,88.58,56.87,121.0
18.29,60.5,37.56,93.0
116.65,192.8,41.26,132.0
40.46,61.36,22.82,284.0
31.24,50.3,22.14,60.0
41.58,69.57,35.0,81.0
63.19,109.0,42.84,101.0
78.9,144.14,40.43,163.0
86.71,157.26,43.75,134.0
144.72,259.91,47.03,281.0
109.46,194.85,61.03,307.0
114.41,252.29,66.87,271.0
116.67,183.4,54.7,266.0
97.75,153.08,49.32,275.0
77.22,174.76,76.77,169.0
57.05,142.8,57.39,158.0
38.34,88.54,41.66,111.0
37.12,98.86,43.05,105.0
36.97,104.19,36.46,103.0
41.18,78.79,26.24,98.0
55.7,104.68,30.96,107.0
59.7,108.74,35.91,110.0
57.56,111.17,38.74,109.0
46.69,92.64,29.13,96.0
46.28,85.5,23.71,82.0
73.45,129.85,24.11,105.0
69.65,120.93,26.1,152.0
51.21,101.16,29.86,114.0
53.08,100.93,33.47,106.0
68.83,119.7,41.14,112.0
90.0,147.0,85.93,136.0
93.79,148.19,30.06,226.0
72.71,119.26,28.31,169.0
44.67,80.81,29.73,111.0
61.52,105.51,33.07,87.0
64.34,102.9,29.06,134.0
56.81,94.56,23.67,102.0
65.08,113.55,29.86,106.0
71.12,125.12,33.16,132.0
63.36,113.04,34.16,125.0
76.4,129.34,32.77,137.0
58.41,110.56,42.14,129.0
36.8,73.78,30.32,92.0
17.03,48.31,24.57,64.0
12.79,48.71,30.6,63.0
24.02,95.84,37.62,91.0
27.82,96.94,39.95,97.0
34.71,112.54,43.66,106.0
37.07,110.43,35.91,105.0
36.82,71.34,25.16,85.0
27.12,54.86,23.35,69.0
46.59,84.0,26.75,76.0
75.61,121.94,27.03,128.0
75.54,126.76,27.0,143.0
74.33,124.21,27.03,153.0
68.72,118.43,26.22,140.0
72.61,145.62,38.84,136.0
52.33,99.33,33.7,92.0
66.6,108.15,27.74,111.0
49.66,90.22,29.88,94.0
53.48,92.39,23.58,97.0
22.7,50.19,21.94,74.0
16.07,43.09,18.26,61.0
48.21,87.02,21.46,72.0
54.65,102.77,27.04,100.0
49.43,93.16,26.01,99.0
73.62,209.75,58.59,153.0
48.07,87.2,23.06,110.0
85.85,138.17,27.96,134.0
73.83,125.02,30.68,181.0
100.48,234.22,69.61,178.0
177.2,326.4,79.29,326.0
89.81,180.44,50.12,258.0
71.06,103.17,31.92,160.0
43.36,81.3,25.07,128.0
42.17,81.73,25.01,79.0
39.3,92.98,29.13,93.0
30.99,79.86,27.19,81.0
25.31,54.82,19.27,51.0
59.54,107.42,22.1,84.0
74.94,166.18,44.31,138.0
74.82,177.62,48.23,156.0
61.94,142.02,41.41,140.0
53.3,128.35,59.38,113.0
52.42,136.94,48.69,115.0
45.66,119.24,38.39,122.0
45.58,105.92,45.59,105.0
56.11,110.18,30.37,122.0
43.35,66.31,33.9,98.0
32.75,50.95,22.34,67.0
39.45,54.88,18.85,76.0
43.56,71.06,55.23,82.0
55.76,128.79,53.14,112.0
